,lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Lat7499,lemma_Lat7499,gloss_id,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
158,p451_l10_o04,04v,sepelio,sacro /c̃do,S22,F3,,,,75r,Sepelio ,p451_l10_o04_a,infodio,S22,F2,,,
159,p451_l10_o05,04v,stabilio ,constituo/c̃firmo,S22,F3,,,,75r,Stabilio ,p451_l10_o05_a,c̃firmo,S22,F2,,,
160,p451_l10_o09,04v,redimio,decoro cõpono orno,S22,F3,,,,75r,Redimio ,p451_l10_o09_a,orno corono como edifico/ et inde redimicula ÷ or/namenta,S24,F4,,,
161,p451_l10_o10,04v,exinanio,exuacuo,S22,F2,,,,75r,Exinanio ,p451_l10_o10_a,euacuo dem̃tior,S22,F3,,,
162,p451_l11_o02,04v,insanio,furio,S22,F2,,,,75r,Lenio ,p451_l11_o02_a,Blandior,S22,F2,,,
163,p451_l11_o04,04v,insignio,orno/redimio,S22,F3,,,,75r,Insignio ,p451_l11_o04_a,nobilio,S22,F2,p451_l11_o04_b,S5,F5
164,p451_l11_o09,05r,Grunnio,murmuro,S22,F2,,,,75r,Munio ,p451_l11_o09_a,firmo/defendo,S22,F3,,,
165,p451_l11_o10,05r,munio,defendo,S22,F2,,,,75r,Punio ,p451_l11_o10_a,dãpno/ł ulciscor,S22,F3,p451_l11_o10_b,S54,F4
166,p451_l12_o01,05r,Sepio,circũdo,S22,F2,,,,75r,Sepio ,p451_l12_o01_a,cirũdo,S22,F2,,,
167,p451_l12_o02,05r,Sopio,dormio,S22,F2,,,,75r,sopio ,p451_l12_o02_a,dormio /Vnde sopinus et sopor qđ fuit a p̃ paganos defectiuũ/fit,S5,F4,,,
168,p451_l12_o03,05r,Ferio,ꝑcucio,S22,F2,,,,75r,Ferio ,p451_l12_o03_a,ꝑcutio,S22,F2,,,
169,p451_l12_o06,05r,Garrio,murmuro,S22,F2,,,,75r,Garrio ,p451_l12_o06_a,murmuro et inepte loquor et importo / auiũ ÷ ꝓpͥe garrire,S22,F4,p451_l12_o06_b,S23,F4
170,p451_l12_o07,05r,Ligurrio,lango ł gusto.,S22,F3,,,,75r,Ligurio ,p451_l12_o07_a,lingue gusto/lingo,S22,F3,,,
171,p451_l12_o08,05r,Esurio,quasi edere desidero,S22,F3,,,,75r,Esurio ,p451_l12_o08_a,meditor/esurire,S333,F3,p451_l12_o08_b,S333,F5
172,p451_l13_o01,05r,Prurio,saniem emitte iđ scabiem,S23,F4,,,,75r,Prurio ,p451_l13_o01_a,uerbũ leꝓsi ÷ scabeo,S23,F3,,,
173,p451_l13_o02,05r,Parturio,parere/meditor,S54,F3,,,,75r,Parturio ,p451_l13_o02_a,medito/parere,S33,F3,,,
174,p451_l13_o04,05r,Inretio,inligo,S22,F2,,,,75r,Irretio ,p451_l13_o04_a,illaq̃o/retineo,S22,F2,,,
175,p451_l13_o06,05r,gestio,exulto gaudeo,S22,F3,,,,75r,"Gestio -tis,  ",p451_l13_o06_a,inde gesta scõꝵ,S24,F3,,,
176,p451_l13_o09,05r,seruio,oboedio,S22,F2,,,,75r,"Seruio -uis,  ",p451_l13_o09_a,oboedio,S22,F2,,,
177,p451_l21_o06,05r,elitio,expͥmo /seduco,S22,F3,,,,75r,Elicio ,p451_l21_o06_a,extorq̃o ł expͥmo/ꝓuoco illicib;,S22,F3,,,
178,p451_l21_o08,05r,pellitio,in fraudũ duco.,S23,F3,,,,75r,Pelltio ,p451_l21_o08_a,decipio,S22,F2,,,
179,p451_l21_o09,05r,interfitio,occido,S22,F2,,,,75r,Int̃fitio ,p451_l21_o09_a,occido/int̃imo,S22,F3,,,
180,p451_l21_o10,05r,offitio,noceo,S22,F2,,,,75r,Offitio ,p451_l21_o10_a,offendo/ł noceo,S22,F3,,,
181,p451_l22_o01,05r,capio,conp̃hendo,S22,F2,,,,75r,Capio  ,p451_l22_o01_a,.s. ore ł manib;,S53,F3,,,
182,p451_l22_o02,05r,sapio,scio,S22,F2,,,,75v,Sapio ,p451_l22_o02_a,suo,S22,F2,,,
183,p451_l22_o06,05r,fodio,ꝑforo,S22,F2,,,,75v,Fodio ,p451_l22_o06_a,fossã f?e?io,S23,F3,,,
184,p451_l22_o07,05r,fugio,ꝓficiscor.,S22,F2,,,,75v,Fugio  ,,,,,p451_l22_o07_a,S331,F4
185,p451_l23_o01,05r,patior,suffero sustineo,S22,F3,,,,75v,Patior ,p451_l23_o01_a,÷ sustineo / passionẽ,S23,F3,,,
186,p451_l22_o04,05r,orior,nascor,S22,F2,,,,75v,Orior ,p451_l22_o04_a,nascor,S22,F2,,,
187,p451_l23_o05,05r,potior,utor,S22,F2,,,,75v,potior ,p451_l23_o05_a,possideo,S22,F2,,,
188,p451_l33_o03,05v,disserere,manifestare,S22,F2,,,,75v,disserere ,p451_l33_o03_a,exponere,S22,F2,,,
189,p451_l34_o05,05v,ubertati,copie,S22,F2,,,,75v,ubertati ,p451_l34_o05_a,abundantię,S22,F2,,,
190,p451_l35_o08,05v,multa,S̃ uerba,S53,F2,,,,75v,multa ,p451_l35_o08_a,.s. uerba,S3232,F2,,,
191,p451_l36_o05,05v,genuit,S̃ uerba,S53,F2,,,,75v,genuit ,p451_l36_o05_a,.s. natura/ꝓcreauit,S22,F3,,,
192,p452_l02_o04,05v,motu ,ĩ modo,S22,F2,,,,75v,motu ,p452_l02_o04_a,modo,S22,F2,,,
193,p452_l02_o07,05v,eas,terminationes,S3232,F2,,,,75v,eas ,p452_l02_o07_a,.s. terminationes,S3232,F2,,,
194,p452_l03_o06,05v,quas ,s ipsa natura,S3232,F3,,,,75v,Quas ,p452_l03_o06_a,t̃minationes,S3232,F2,,,
195,p452_l04_o03,05v,adherentia ,ĩ coherentia,S22,F2,,,,75v,adhęrentia ,p452_l04_o03_a,seruientia,S22,F2,,,
196,p452_l05_o01,05v,origines,principia exordia,S22,F3,,,,75v,origines ,p452_l05_o01_a,initia ł pͥmor/dia,S22,F3,,,
197,p452_l08_o08,05v,distinctę;,diuise separate,S22,F3,,,,75v,destinatę. ,p452_l08_o08_a,disciretę/ordinatę,S22,F3,,,
198,p452_l13_o05,06r,obseruando,custodiendo,S22,F2,,,,76r,scilicet ,p452_l13_o05_a,.s. iure,S22,F2,,,
199,p452_l13_o08,06r,positionis ,s uerbi,S412,F2,,,,76r,positionis ,p452_l13_o08_a,÷ primę ꝑsonę indicatiui modi,S53,F3,p452_l13_o08_b,S631,F5
200,p452_l15_o08,06r,litigo,rexo,S22,F2,,,,76r,Litigo ,p452_l15_o08_a,altercor,S22,F2,p452_l15_o08_b,S5,F5
201,p452_l15_o09,06r,litigium,iurgium,S22,F2,,,,76r,Litigiũ ,p452_l15_o09_a,Rixa,S22,F2,,,
202,p452_l15_o10,06r,mercor,emtores,S22,F2,,,,76r,Mercor ,p452_l15_o10_a,cõmuto,S22,F2,,,
203,p452_l15_o11,06r,commertium,mercimoniũ,S22,F2,,,,76r,Cõmertium ,p452_l15_o11_a,mercatio lucrũ,S22,F3,,,
204,p452_l16_o01,06r,obsono ,contradico,S22,F2,,,,76r,Obsono ,p452_l16_o01_a,ct̃ sono ł conunio,S22,F3,p452_l16_o01_b,S5,F4
205,p452_l16_o02,06r,obsonium,contradictio ł detractio,S22,F3,,,,76r,Obsonũ ,p452_l16_o02_a,uenale,S22,F2,p452_l16_o02_b,S23,F3
206,p452_l16_o03,06r,uestigo ,porscrutor inquaero,S22,F3,,,,76r,Vestigo ,p452_l16_o03_a,sequor,S22,F2,,,
207,p452_l16_o05,06r,edifico,ędẽ fatio/c̃seruo,S23,F3,,,,76r,Aedifico ,p452_l16_o05_a,construo,S22,F2,,,
208,p452_l17_o01,06r,sacrificium,sacrũ factũ,S25,F3,,,,76r,Sacrifitium ,p452_l17_o01_a,oblatio,S22,F2,,,
209,p452_l17_o02,06r,participo,mancipo cõm(unico),S22,F3,,,,76r,Participo ,p452_l17_o02_a,partẽ capio,S25,F3,,,
210,p452_l17_o04,06r,mancipo,,,,,,,76r,Mancipo ,p452_l17_o04_a,subdo/manu capio,S22,F3,,,
211,p452_l17_o05,06r,mancipium,manu captũ,S25,F3,manu++++abeo,S23,F3,76r,Mancipiũ ,p452_l17_o05_a,qđqđ manu capit,S25,F3,,,
212,p452_l17_o06,06r,inpero,precipio,S22,F2,,,,76r,Impero ,p452_l17_o06_a,regno precipio,S22,F3,,,
213,p452_l17_o07,06r,inperium,p̃ceptũ,S22,F2,,,,76r,Imperium ,p452_l17_o07_a,regnũ potestas,S22,F3,,,
214,p452_l18_o02,06r,conuiuium,a cummunione uescenciũ̃/nomen habens,S54,,,,,76r,Conuiuium ,p452_l18_o02_a,cõmunis/uita,S25,F3,,,
215,p452_l18_o03,06r,prandeo,comedo,S22,F2,p̃sens sedeo,S54,F3,76r,Prandeo ,p452_l18_o03_a,iñ cęno in nocte,S23,F4,,,
216,p452_l18_o05,06r,gaudeo,letor,S22,F2,,,,76r,Gaudeo ,p452_l18_o05_a,congratulor,S22,F2,,,
217,p452_l18_o07,06r,presideo,auxilio,S22,F2,,,,76r,Pręsideo ,p452_l18_o07_a,antesedeo/seu pręsum,S22,F3,,,
218,p452_l19_o03,06r,remedium,medela,S22,F2,adiutorium,S22,F2,76r,Remediũ ,p452_l19_o03_a,sanitas medicina,S22,F3,,,
219,p452_l19_o05,06r,conubium,copulatio uiri et femine,S23,F3,,,,76r,Conubiũ ,p452_l19_o05_a,c̃iugium,S22,F2,p452_l19_o05_b,S22,F4
220,p452_l20_o01,06r,fastidio,nauseo,S22,F2,,,,76r,Fastidio ,p452_l20_o01_a,sperno nãuseo ł reicio,S22,F3,,,
221,p452_l20_o04,06r,consulo,,,,consulo te int̃rogo/consulo tibi ĩꝓuideo,S41,F4,76r,Consulo ,p452_l20_o04_a,consiliũ do/ꝑcunctor,S23,F3,p452_l20_o04_b,S23,F4
222,p452_l21_o01,06r,obsequor,obedio pareo,S22,F3,,,,76r,Obsequor ,p452_l21_o01_a,oboedio/obtẽmpero,S22,F3,,,
223,p452_l21_o05,06r,domunculo,domũ facio,S23,F3,,,,76r,Domunculo ,p452_l21_o05_a,paruã domũ fatio,S23,F4,p452_l21_o05_b,S5,F5
224,p452_l21_o06,06r,domicilium,parua casida,S23,F3,,,,76r,Domicilium ,p452_l21_o06_a,domꝰ auiũ,S23,F3,,,
225,p452_l22_o01,06r,solsto ,solstat,S331,F2,,,,76r,Solsto ,p452_l22_o01_a,solẽ stare facio,S23,F4,p452_l22_o01_b,S5,F5
226,p452_l22_o02,06r,solsticium ,Solis stadiũ,S54,F3,,,,76r,Solstitium ,p452_l22_o02_a,solis statio,S25,F3,,,
227,p452_l22_o04,06r,iusticium ,luctus publicus,S23,F3,,,,76r,Iustitium ,p452_l22_o04_a,locus ubi iustitia sit,S23,F4,,,
228,p452_l22_o05,06r,cerno ,sedes,S22,F2,,,,76r,Cerno ,p452_l22_o05_a,uideo,S22,F2,,,
229,p452_l22_o06,06r,silicernium,senes incuru /Infirmitas senũ,S23,F3,,,,76r,Silicernium ,p452_l22_o06_a,ipsa res,S23,F3,p452_l22_o06_b,S4181,F5
230,p452_l23_o02,06r,ridiculum,Fraus siue irrisio,S22,F3,,,,76r,Ridiculum ,p452_l23_o02_a,paruus risus/ł derisio/chachinnus,S22,F3,,,
231,p452_l23_o03,06r,perpendo ,Libro / coequo ,S22,F3,ꝑpendiculũ dt᷑ ++ /coequant᷑ maceria,S23,F4,76r,Perpendo ,p452_l23_o03_a,coęquo ꝑpendo/mensuro,S22,F3,,,
232,p452_l23_o05,06r,euerso,destruo,S22,F2,,,,76r,Euerso ,p452_l23_o05_a,destruo,S22,F2,,,
233,p452_l23_o06,06r,euersiculum,euersio,S22,F2,,,,76r,Euersiculũ ,p452_l23_o06_a,destructio diuisio,S22,F3,,,
234,p452_l23_o07,06r,deuerto ,qͣsi at euerto,S221,F3,,,,76r,Euerto ,p452_l23_o07_a,ł di,S22,F1,,,
235,p452_l24_o01,06r,deuerticulum ,quasi ipsa declinatio,S53,F3,,,,76r,Euerticulũ ,p452_l24_o01_a,diuerticula s̃ semitę transuersę,S23,F4,,,
236,p452_l24_o02,06r,ueo,a ueando,S54,F3,,,,76r,Veho ,p452_l24_o02_a,porto,S22,F2,,,
237,p452_l24_o03,06r,uehiculum,potest di plautrũ ,S22,F4,,,,76r,Vehiculũ ,p452_l24_o03_a,plaustrũ,S22,F2,,,
238,p452_l24_o04,06r,Pereo,obeo [d?++or ?],S22,F3,,,,76r,Pereo ,,,,,p452_l24_o04_b,S5,F4
239,p452_l24_o05,06r,periculum,discrim̃,S22,F2,,,,76r,Periculũ ,,,,,p452_l24_o05_a,S21,F5
240,p452_l24_o07,06r,ferculum,Uas ubi cibu ferunt̃,S23,F4,,,,76r,Ferculũ ,p452_l24_o07_a,discus mensa,S22,F3,,,
241,p452_l25_o08,06r,iaculum,nisi lũ s̃ nomina,S53,F4,,,,76v,iaculũ ,p452_l25_o08_a,telũ,S22,F2,,,
242,p452_l26_o10,06r,regimen,gubernatio regis,S23,F3,,,,76v,regimen ,p452_l26_o10_a,gubernatio/dominatio,S22,F2,,,
243,p452_l27_o01,06r,tego,cooperio ,S22,F2,,,,76v,Tego ,p452_l27_o01_a,operio,S22,F2,,,
244,p452_l27_o02,06r,tegimen,cooperimentũ,S22,F2,,,,76v,Tegimen ,p452_l27_o02_a,operimentũ,S22,F2,p452_l27_o02_b,S313,F5
245,p452_l28_o03,06r,uerecunđ,ꝗ habet uerecundiã,S23,F4,,,,76v, uerecundus ,p452_l28_o03_a,timidus,S22,F2,,,
246,p452_l29_o01,06v,quorum,s̃ nominũ,S3232,F2,,,,76v,quoꝵ ,p452_l29_o01_a,.s. nõinũ,S3232,F2,,,
247,p452_l31_o10,06v,presertim,ĩ maxime ł ominino,S22,F2,,,,76v,p̃sertim ,p452_l31_o10_a,maxime,S22,F2,,,
248,p453_l02_o06,06v,positionis ,s̃ pͥme persone,S53,F3,,,,76v,positionis ,p453_l02_o06_a,pͥmę ꝑsonę,S53,F3,,,
249,p453_l03_o02,06v,sole,s littere due.,S53,F3,,,,76v,solę ,p453_l03_o02_a,.s. .s. & .t.,S53,F3,,,
250,p453_l05_o08,06v,censor,iudex,S22,F2,,,,76v,censor ,p453_l05_o08_a,iudex,S22,F2,,,
251,p453_l04_o11,06v,defensor,ꝓtector,S22,F2,,,,76v,defensor ,p453_l04_o11_a,turor/ꝓtector,S22,F3,,,
252,p453_l04_o12,06v,conusltor,inꝗsitor consiliarius,S22,F3,,,,76v,consultor ,p453_l04_o12_a,consiliator/interrogator/ꝓuidens,S22,F3,,,
253,p453_l09_o07,06v,sudo,labor,S22,F2,,,,76v,Sudo ,p453_l09_o07_a,sudore ꝑfundor,S23,F3,p453_l09_o07_b,S53,F5
254,p453_l10_o09,06v,rubeo,ꝓcolore ,S53,F3,,,,76v,Rubeo ,p453_l10_o09_a,uerecundor,S22,F2,,,
255,p453_l10_o11,06v,marceo,defitio areo tabesco siue macior,S22,F3,,,,76v,Marceo ,p453_l10_o11_a,areo,S22,F2,,,
256,p453_l11_o02,06v,candeo,splendor,S22,F2,,,,76v,Candeo ,p453_l11_o02_a,albesco splendeo -dor,S22,F3,,,
257,p453_l11_o04,06v,algeo,a frigeo,S54,F3,,,,76v,Algeo ,p453_l11_o04_a,rigreo -gor,S22,F2,,,
258,p453_l12_o03,06v,horreo.,timeo,S22,F2,,,,77r,Horreo ,p453_l12_o03_a,abominor,S22,F2,p453_l12_o03_b,S23,F4
259,p453_l12_o05,06v,ferueo ,ardeo incendo,S22,F3,,,,77r,Ferueo ,p453_l12_o05_a,ardeo ira,S23,F3,,,
260,p453_l12_o06,06v,feruor,calor,S22,F2,,,,77r,Feruor ,p453_l12_o06_a,dor,S331,F2,,,
261,p453_l12_o07,06v,strideo,stride porcoru,S23,F3,,,,77r,Strideo ,p453_l12_o07_a,sono ł strido,S22,F3,p453_l12_o07_b,S23,F4
262,p453_l14_o02,07r,furor,ipsa iracundia,S22,F3,,,,77r,furor ,p453_l14_o02_a,ira insanio,S22,F3,,,
263,p453_l14_o09,07r,sopio,dormio,S22,F2,,,,77r,Sopio ,p453_l14_o09_a,quiesco/dormio,S22,F3,,,
264,p453_l14_o03,07r,liquor,defluo,S22,F2,,,,77r,Liquor ,p453_l14_o03_a,fluo,S22,F2,p453_l14_o03_b,S5,F4
265,p453_l15_o01,07r,quorũ,nominũ p̃ dictoꝝ,S53,F3,,,,77r,quorũ-duo ,p453_l15_o01_a,÷ liquor ⁊ sopor,S53,F3,,,
266,p453_l17_o02,07r,madeo,umifio,S22,F2,,,,77r,madeo ,p453_l17_o02_a,humidus sũ/humecto,S23,F3,,,
267,p453_l17_o03,07r,madidus,umiđ,S22,F2,,,,77r,madidus ,p453_l17_o03_a,humiđ/ł aspersus sanguine,S23,F3,,,
268,p453_l17_o06,07r,sordeo,squaleo,S22,F2,,,,77r,Sordeo ,p453_l17_o06_a,inqͥno/polluo,S22,F3,,,
269,p453_l17_o07,07r,sordidus , tͫpisseđ ,S22,F2,,,,77r,sordidus ,p453_l17_o07_a,maculatꝰ,S22,F2,,,
270,p453_l17_o08,07r,frigeo,algeo,S22,F2,,,,77r,Frigeo ,p453_l17_o08_a,algeo,S22,F2,,,
271,p453_l19_o03,07r,torreo ,arefio uro,S22,F2,,,,77r,Torreo ,p453_l19_o03_a,uro,S22,F2,p453_l19_o03_b,S5,F5
272,p453_l19_o05,07r,ferueo ,Splendo / studeo,S22,F3,,,,77r,Ferueo ,p453_l19_o05_a,irascor,S22,F2,,,
273,p453_l19_o07,07r,rapio ,tollo /aufero,S22,F3,,,,77r,Rapio ,p453_l19_o07_a,aufero,S22,F2,,,
274,p453_l19_o09,07r,cupio ,desidero ,S22,F2,,,,77r,cupio ,p453_l19_o09_a,opto,S22,F2,,,
275,p453_l20_o02,07r,uiuidus,sagax & agilis,S22,F3,,,,77r,uiuidus ,p453_l20_o02_a,uitalis uelox agilis acutus,S22,F3,,,
276,p453_l21_o05,07r,prandus,opulator,S22,F2,,,,77r,prandus ,p453_l21_o05_a,ꝗ prandet,S23,F4,,,
277,p453_l26_o05,07r,teges,ipsũ cooperimentũ,S22,F3,,,,77r,teges ,p453_l26_o05_a,ł ꝓtectio/obumbratio,S22,F3,p453_l26_o05_b,S313,F4
278,p453_l26_o09,07r,cedes,clades ꝑcutio,S22,F3,,,,77r,cędes ,p453_l26_o09_a,pescis/occidio/homicidiũ,S22,F3,,,
279,p453_l27_o02,07r,struo,congero,S22,F2,,,,77r,Struo ,p453_l27_o02_a,edifico,S22,F2,,,
280,p453_l28_o04,07r,torqueo,Affligo / uereo,S22,F3,,,,77r,Torqueo ,,,,,p453_l28_o04_b,S23,F5
281,p453_l28_o05,07r,torquis,circulus aureus /a torquendo,S23,F3,,,,77r,Torquis ,p453_l28_o05_a,ornam̃tũ colli,S23,F3,,,
282,p453_l29_o04,07r,fatilis , leuis/qͣsi possibilis,S22,F3,,,,77r,facił ,p453_l29_o04_a,leuis,S22,F2,,,
283,p453_l29_o06,07r,utilis ,uibilis/uelox,S22,F3,,,,77r,utilis ,p453_l29_o06_a,habilis/aptus/ꝓficuus/idoneus,S22,F3,,,
284,p453_l29_o07,07r,efutio ,inanesco,S22,F2,,,,77r,Effutio ,p453_l29_o07_a,effundo,S22,F2,p453_l29_o07_b,S23,F4
285,p453_l29_o08,07r,efutilis,uacuus instabilis,S22,F3,,,,77r,effutił ,p453_l29_o08_a,uanus/ instabilis,S22,F3,p453_l29_o08_b,S25,F5
286,p453_l28_o12,07r,docibilis,ꝗ facile poti doceri,S23,F4,docibilis dr̃ sermo ꝗ facile  discit᷑,S23,F4,77r,Docibilis ,p453_l28_o12_a,ł docendo habilis/facile docens,S23,F3,,,
287,p453_l29_o01,07r,nubo,muliem du{xi},S23,F3,,,,77r,Nubo  ,,,,,p453_l29_o01_a,S23,F4
288,p453_l29_o02,07r,nubilis ,nubilis dr̃ apta ad,S23,F4,,,,77r,nubił ,p453_l29_o02_a,puella/apta ad/nubendũ,S23,F3,,,
289,p453_l30_o01,07r,occiduus,occidentalis,S22,F2,,,,77r,occiduus ,p453_l30_o01_a,transitiuus,S22,F2,p453_l30_o01_b,S23,F5
290,p453_l30_o03,07r,p̃duus ,ꝓpmtꝰ p̃de ,S22,F3,,,,77r,Predor ,p453_l30_o03_a,p̃do,S22,F2,,,
291,p453_l30_o04,07r,cedo,paucior ãbulo / in,S22,F3,,,,77r,Pręcido ,p453_l30_o04_a,ambulo/cedo,S22,F3,,,
292,p453_l32_o01,07v,strido,sono,S22,F2,,,,77r,Strido ,p453_l32_o01_a,sono,S22,F2,,,
293,p453_l32_o04,07v,gerulus,portator,S22,F2,,,,77r,geruł ,p453_l32_o04_a,portitor,S22,F2,,,
294,p453_l32_o06,07v,legulus,assiduus in lectione,S23,F3,,,,77r,leguł ,p453_l32_o06_a,legens/ł nauigator,S22,F3,,,
295,p453_l32_o08,07v,murilegulus,captator  mures,S23,F3,,,,77r,murilegulus ,,,,,p453_l32_o08_b,S23,F5
296,p453_l33_o01,07v,tremo ,mobo ł,S22,F2,,,,77r,Tremo ,p453_l33_o01_a,febricito,S22,F2,,,
297,p453_l33_o03,07v,cerno ,inclino uideo ,S22,F3,,,,77r,(add) ,p453_l33_o03_a,"cerno -nulus, (÷ aspector uisor), Queror -ruł,",S611,F4,,,
298,p453_l33_o07,07v,adopto,associo,S22,F2,,,,77r,Adopto ,p453_l33_o07_a,desidero,S22,F2,,,
299,p453_l33_o08,07v,adoptulus,quasi adoptiuus,S22,F2,,,,77r,adoptuł. ,p453_l33_o08_a,adoptans /ualde desiderat᷑ Idem est & adoptiuus,S22,F2,,,
300,p454_l01_o06,07v,uoro ,comedo ,S22,F2,,,,77r,uoro ,p454_l01_o06_a,sorbeo/Glutino,S22,F3,,,
301,p454_l01_o07,07v,uorax,commesor,S22,F2,,,,77r,uorax ,p454_l01_o07_a,Glutiens / sorbens,S22,F3,,,
302,p454_l01_o11,07v,tumans,inflatꝰ,S22,F2,,,,77r,Tumax ,p454_l01_o11_a,suꝑbus/uibrans crispans/febricitans,S22,F3,,,
303,p454_l01_o12,07v,contumeo,suꝑb;,S22,F2,,,,77r,Contumeo ,p454_l01_o12_a,inflo ł suꝑbio,S22,F3,,,
304,p454_l02_o01,07v,contumax,arrogans c̃tem̃tor ,S22,F3,,,,77r,contumax ,p454_l02_o01_a,suꝑbus/uibrans crispans/febricitans,S22,F3,,,
305,p454_l02_o03,07v,tenax,parcus /auarꝰ ł ꝗcqđ conglutinat,S23,F4,,,,77r,tenax ,p454_l02_o03_a,auarus/strictꝰ cupiđ,S22,F3,,,
306,p454_l02_o05,07v,dicax ,loquax /eloquens ł multũ loquens,S22,F2,,,,77r,dicax ,p454_l02_o05_a,ꝗ bene loquitur,S23,F4,,,
307,p454_l03_o01,07v,perspicax,diluciđ manifestꝰ,S22,F3,,,,77r,ꝑspicax ,p454_l03_o01_a,ingeniosus astutus/clarus uigilans,S22,F3,,,
308,p454_l03_o03,07v,efficax,acius uelox,S22,F3,,,,77r,efficax ,p454_l03_o03_a,effitiens/ł potens,S22,F3,p454_l03_o03_b,S22,F3
309,p454_l03_o04,07v,fallo,,,,,,,77r,Fallo ,p454_l03_o04_a,m̃tior,S22,F2,,,
310,p454_l03_o05,07v,fallax,decptor,S22,F2,,,,77r,fallax ,p454_l03_o05_a,m̃dax,S22,F2,,,
311,p454_l03_o07,07v,emax,negotiator,S22,F2,,,,77r,emax ,p454_l03_o07_a,ẽptor,S22,F2,,,
312,p454_l03_o09,07v,uiuax,ꝗ diu uiuit,S23,F4,,,,77v,uiuax ,p454_l03_o09_a,uiuidus,S22,F2,,,
313,p454_l03_o10,07v,sagio,p̃sagio / diuino,S22,F3,,,,77v,Sagio ,p454_l03_o10_a,diuino/ꝓpheto,S22,F3,,,
314,p454_l04_o01,07v,sagax,agilis astutus,S22,F3,,,,77v,pręsagio ,p454_l04_o01_a,fut̃a p̃dico,S23,F4,,,
315,p454_l04_o04,07v,salax,ꝗ frequent̃ sallit,S23,F4,,,,77v,salax ,p454_l04_o04_a,uelox / qͥ bene potest dire,S23,F4,,,
316,p454_l05_o07,07v,latex,foris eoqđ latet,S23,F4,,,,77v,latex ,p454_l05_o07_a,aqͣ latens/ a latendo dr̃,S5,F3,,,
317,p454_l05_o09,07v,uertex,sumitas capitis,S22,F3,,,,77v,uertex ,p454_l05_o09_a,sũm pras capitis/Eo qđ ibi uertunt᷑ capille:,S23,F5,p454_l05_o09_b,S23,F5
318,p454_l09_o07,07v,uocabulũ,dr̃ nom̃ in corporalis rei seu in/animabus,S23,F4,,,,77v,Pateo ,p454_l09_o07_a,aperio,S22,F2,,,
319,p454_l11_o03,07v,ludo,scribo ⁊ ioco,S22,F3,,,,77v,ludo ,p454_l11_o03_a,iocor,S22,F2,,,
320,p454_l12_o03,07v,furibundus,insanꝰ,S22,F2,,,,77v,Furibundus. ,p454_l12_o03_a,simił furenti,S22,F2,p454_l12_o03_b,S5,F5
