,lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Lat7499,lemma_Lat7499,gloss_id,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
321,p454_l17_o05,08r,scriba,legis doctor,S23,F3,,,,77v,scriba ,p454_l17_o05_a,doctꝰ scriptor,S22,F3,p454_l17_o05_b,S23,F5
322,p454_l17_o07,08r,pronuba,mulier ꝗ disponit nuptias,S23,F4,,,,77v,ꝓnuba ,p454_l17_o07_a,ꝗ nubentib p̃est,S23,F4,p454_l17_o07_b,S23,F5
323,p454_l17_o10,08r,profugio,porro fugio,S54,F3,,,,77v,ꝓfugio ,p454_l17_o10_a,porro fugio,S25,F3,,,
324,p454_l18_o03,08r,aduenio,peregrinꝰ,S22,F2,,,,77v,aduena ,p454_l18_o03_a,ꝗ aliunde aduenit/seu peregrinus,S23,F4,,,
325,p454_l18_o07,08r,lenio,blandior,S22,F2,,,,77v,Lena ,p454_l18_o07_a,seductrix/ł ꝑspectrix/scru/pri,S22,F3,,,
326,p454_l18_o08,08r,lena,sillex,S22,F2,,,,77v,Sequor ,p454_l18_o08_a,minister qui/assequitur ł qui assequit? ł / secreta sui senio/ris scit ł assecula,S23,F4,,,
327,p454_l18_o05,08r,conuenio,Adolator / deceptrix,S22,F3,,,,77v,conuena ,p454_l18_o05_a,ꝗ cũ uenit/simul ueniens,S23,F3,,,
328,p454_l18_o06,08r,conuena,ꝗ simulcũ aliis conuenit,S23,F4,,,,77v,Lenio ,p454_l18_o06_a,placo/ł satis fatio,S22,F3,,,
329,p454_l19_o07,08r,terrigena,ex t̃ra genitus,S54,F3,,,,77v,Terrigena ,p454_l19_o07_a,a t̃ra genitꝰ / siue gigas ꝗ dic/ti st̃/ t̃rę si/łii,S23,F4,,,
330,p454_l19_o09,08r,conuiua,comescor manduco,S22,F3,,,,77v,conuiua ,p454_l19_o09_a,ꝗ in conuiuio ẽ/ł simul uiuens/ł uescens,S23,F4,,,
331,p454_l20_o02,08r,insidiae,deceptiones,S22,F2,,,,77v,insidię ,p454_l20_o02_a,deceptiones/fraudes,S22,F3,,,
332,p454_l20_o08,08r,suadeo,ortor,S22,F2,,,,77v,Suadeo ,p454_l20_o08_a,adortor,S22,F2,,,
333,p454_l20_o09,08r,suadela,oratio,S22,F2,,,,77v,Suadela ,p454_l20_o09_a,adoracio,S22,F2,,,
334,p454_l21_o05,08r,lucina,luna,S22,F2,,,,77v,Lucina ,p454_l21_o05_a,et inde luna diriuatur ꝑ sincopã dea/quę parientib; lucẽ prestat,S554,F5,,,
335,p454_l21_o08,08r,ruo,cado,S22,F2,,,,77v,Ruo ,p454_l21_o08_a,cado,S22,F2,,,
336,p454_l21_o09,08r,ruina,euersio,S22,F2,,,,77v,Ruina ,p454_l21_o09_a,lapsus/casura ł,S22,F3,,,
337,p454_l21_o10,08r,rapio,tollo,S22,F2,,,,77v,Rapio ,p454_l21_o10_a,aufero,S22,F2,,,
338,p454_l22_o01,08r,cubo,a cubando,S54,F3,s genꝰ monstri,S23,F3,77v,Cubo ,p454_l22_o01_a,iaceo,S22,F2,,,
339,p454_l23_o03,08r,epulo,comedo ,S22,F2,,,,77v,Epulo ,,,,,p454_l23_o03_a,S4181,F5
340,p454_l23_o02,08r,epulor,uorax cõmesor,S22,F3,,,,77v,epulor ,,,,,p454_l23_o02_b,S22,F3
341,p454_l23_o05,08r,latro,a latendo,S54,F3,,,,77v,Latro ,p454_l23_o05_a,fur a latendo dr̃/ latendo furat᷑,S54,F4,,,
342,p454_l23_o06,08r,lenio,deceptor,S22,F2,,,,77v,Lenio ,p454_l23_o06_a,sedo placo/blandior,S22,F3,,,
343,p454_l23_o07,08r,leno,seductor,S22,F2,,,,77v,leno ,,,,,p454_l23_o07_b,S23,F5
344,p454_l23_o08,08r,comedo,gluto,S22,F2,,,,77v,comedo ,,,,,p454_l23_o08_b,S23,F5
345,p454_l23_o09,08r,palpo,,,,palpo potest dici papilio/at palpo potest dici ?,S22,F4,77v,Palpo ,p454_l23_o09_a,tango,S22,F2,,,
346,p454_l23_o10,08r,uerbero,ꝑcucuio,S22,F2,,,,77v,uerbero ,,,,,p454_l23_o10_a,S23,F5
347,p454_l23_o11,08r,incubo,genꝰ demonũ,S52,F3,,,,77v,Incubo ,,,,,p454_l23_o11_b,S5,F5
348,p454_l25_o07,08r,turpedo,foditas,S22,F2,,,,78r,torpedo ,,,,,p454_l25_o07_a,S23,F3
349,p454_l25_o09,08r,cupido,ꝗdã deus,S554,F3,,,,78r,cupido ,,,,,p454_l25_o09_a,S553,F5
350,p454_l25_o12,08r,formido,terror timor,S22,F3,,,,78r,formido ,,,,,p454_l25_o12_b,S23,F4
351,p454_l26_o03,08r,caligo,qͣsi cecitas,S22,F2,,,,78r,caligo ,,,,,p454_l26_o03_b,S23,F5
352,p454_l26_o04,08r,propago ,ad ui nite res ꝑtinet,S23,F4,,,,78r,ꝓpago ,,,,,p454_l26_o04_b,S23,F4
353,p454_l28_o10,08r,parto,indulgeo,S22,F2,,,,78r,parco ,,,,,p454_l28_o10_a,S5,F5
354,p454_l29_o07,08r,fidus,in quo fiducia habet᷑/amicus,S23,F4,,,,78r,fidus ,p454_l29_o07_a,credulus,S22,F2,,,
355,p454_l29_o09,08r,pandus,aprtus,S22,F2,,,,78r,pandus ,p454_l29_o09_a,aꝑtꝰ latꝰ/manifestꝰ/patulus,S22,F3,,,
356,p454_l29_o11,08r,lucꝰ,nemora silua,S22,F3,,,,78r,lucus ,p454_l29_o11_a,densa silua,S23,F3,p454_l29_o11_b,S23,F5
357,p454_l30_o01,08r,arceo,uello,S22,F2,,,,78r,arceo ,p454_l30_o01_a,stringo/cohibeo,S22,F3,,,
358,p454_l30_o02,08r,arcus,ab arcendo,S54,F3,,,,78r,archus ,p454_l30_o02_a,ab arcendis,S54,F3,,,
359,p454_l30_o03,08r,metuo, aciđt,S42,F2,,,,78r,metuo ,p454_l30_o03_a,timeo,S22,F2,,,
360,p454_l30_o09,08r,multiscius,multa sciens,S24,F3,,,,78r,multiscius ,p454_l30_o09_a,ꝗ multũ scit,S23,F4,,,
361,p454_l30_o10,08r,inscius,noscius,S22,F2,,,,78r,inscius ,p454_l30_o10_a,ꝗ nescit,S23,F4,,,
362,p454_l31_o01,08r,p̃scius,antescius,S22,F2,,,,78r,p̃scius ,p454_l31_o01_a,p̃sciens ft̃a,S23,F3,,,
363,p454_l31_o07,08r,inuideo,ꝗ fert inuidiã,S23,F4,,,,78r,inuidus ,p454_l31_o07_a,inuidus ẽ ꝗ inuid& inuidiosus / ꝗ alterius inuidiã patitur,S23,F5,,,
364,p454_l32_o06,08v,beneficus,fatiens bene,S23,F3,,,,78r,benifcus ,,,,,p454_l32_o06_b,S8141,F5
365,p454_l32_o08,08v,ueneficus,tentator ł seductor,S22,F3,,,,78r,ueneficus. ,p454_l32_o08_a,uenenũ faciens/ł malitiosus,S23,F4,p454_l32_o08_b,S13,F5
366,p454_l33_o03,08v,fatidicus,diuͥnꝰ,S22,F2,,,,78r,fatidicus ,p454_l33_o03_a,fata dicens,S25,F3,,,
367,p454_l33_o09,08v,beneuolus,ꝗ bene uult ,S23,F4,,,,78r,beniuolus ,p454_l33_o09_a,beneuolens,S22,F2,,,
368,p455_l01_o09,08v,naufragus,ꝗ cađ de naue,S23,F4,,,,78r,naufragus ,p455_l01_o09_a,nauis fractio,S25,F3,,,
369,p455_l02_o11,08v,uadũ,locus in fluminib;,S23,F3,,,,78r,uadũ ,p455_l02_o11_a,aqͣ tenuis/ a uado,S5,F3,,,
370,p455_l03_o05,08v,scalprum,ab incidendũ,S23,F3,,,,78r,scalprũ ,p455_l03_o05_a,ferrum quo scalpunt/carpentarii/ł sculprũ,S23,F4,,,
371,p455_l03_o07,08v,fulcrũ,ornamentũ lecti,S23,F3,,,,78r,fulcrũ ,,,,,p455_l03_o07_a,S8141,F5
372,p455_l03_o09,08v,iugũ,a iugendo,S54,F3,,,,78r,iungũ ,p455_l03_o09_a,seruitꝰ,S22,F2,,,
373,p455_l09_o13,08v,cornicen,cornu carens,S24,F3,,,,78r,cornicen ,p455_l09_o13_a,ꝗ cornu canit/ł cornu carens,S23,F4,,,
374,p455_l09_o14,08v,liticen,lituo canens,S24,F3,,,,78r,liticen ,p455_l09_o14_a,ꝗ litia cañ ÷/musa,S23,F4,,,
375,p455_l09_o15,08v,tibicen,musatores,S22,F2,,,,78r,tubicen ,p455_l09_o15_a,ꝗ tuba cañ,S23,F4,,,
376,p455_l10_o05,08v,compos,sotius siue effector uotiui,S22,F3,,,,78r,cõpos. ,p455_l10_o05_a,effector uoti ł adeptor uoti/ł cõpositor ornam̃ti ł uoluntatis,S23,F3,,,
377,p455_l11_o01,08v,opifex,adiutoriũ fatiens,S23,F3,,,,78r,opifex ,p455_l11_o01_a,opꝰ fatiens,S25,F3,,,
378,p455_l11_o06,08v,auceps,aues capiens,S54,F3,,,,78r,auceps ,p455_l11_o06_a,aues capiens,S25,F3,,,
379,p455_l11_o09,08v,obex,oppositio,S22,F2,,,,78r,obex ,p455_l11_o09_a,Repaculũ qđ ostio/obicitur,S23,F4,,,
380,p455_l12_o01,08v,p̃ses,ꝗ alios excellit,S23,F4,,,,78r,p̃ses ,p455_l12_o01_a,iudex,S22,F2,,,
381,p455_l12_o05,08v,deses,stultꝰ inconstans desidios,S22,F3,,,,78r,deses ,p455_l12_o05_a,piger stultus/ł neglegens,S22,F3,,,
382,p455_l12_o07,08v,quies,reꝗes,S22,F2,,,,78r,quies ,,,,,p455_l12_o07_a,S313,F5
383,p455_l18_o10,09r,orac[ulũ],responsũ diuinũ,S22,F3,,,,78v,Oraculum ,p455_l18_o10_a,Responsum/diuinũ,S23,F3,p455_l18_o10_b,S5,F5
384,p455_l19_o02,09r,ꝓpugnanculũ,torris ubi pugnatiũ,S23,F3,,,,78v,Propugnaculũ ,p455_l19_o02_a,summa pars muri,S23,F3,,,
385,p455_l19_o03,09r,fundamentum,s̃ stabilitas dοmoru,S23,F3,,,,78v,Fundamentũ ,p455_l19_o03_a,fundatum .tũ. in .mentũ. fit fundam̃tũ,S313,F4,p455_l19_o03_b,S23,F4
386,p455_l19_o06,09r,munimentũ,ꝓtectio ł tutela / scutũ,S22,F3,,,,78v,Munimentũ ,p455_l19_o06_a,tutamen ÷ defensio,S22,F3,,,
387,p455_l20_o01,09r,alimentũ,cib; qualiscũq; /pabulũ,S22,F3,,,,78v,Alimentũ ,p455_l20_o01_a,Nutrimentũ,S22,F2,p455_l20_o01_b,S313,F3
388,p455_l20_o02,09r,incrementũ,aum̃tũ increm̃tũ,S22,F3,,,,78v,Incrementũ ,p455_l20_o02_a,augm̃tũ,S22,F2,p455_l20_o02_b,S313,F3
389,p455_l20_o03,09r,solamen,Solatiũ / auxiliũ,S22,F3,,,,78v,Solamen ,p455_l20_o03_a,consolatio/adiutoriũ,S22,F3,,,
390,p455_l20_o04,09r,foramen,tenebracio aliqͣ,S22,F3,,,,78v,Foramen ,p455_l20_o04_a,ꝑ tusũ,S22,F2,p455_l20_o04_b,S313,F3
391,p455_l20_o05,09r,purgamen,purificatio,S22,F2,,,,78v,Purgamen ,p455_l20_o05_a,÷ purgatio,S23,F3,,,
392,p455_l20_o06,09r,fl[amen],[sa]cerdotũ iouis significat,S554,F4,,,,78v,Flamen ,p455_l20_o06_a,sp̃s seuius uentorũ/÷ flatus,S554,F3,p455_l20_o06_b,S23,F5
393,p455_l21_o01,09r,liquamen,res humida ◌͛ humida res,S22,F3,,,,78v,Ligam̃  ,p455_l21_o01_a,ligatio,S22,F2,,,
394,p455_l21_o02,09r,certamen,pugnam̃ ,S22,F2,,,,78v,Certamen  ,p455_l21_o02_a,certam̃ dr̃ bellũ pugna agon/conflictus ł conflictio,S23,F3,,,
395,p455_l21_o03,09r,agmen,pugna,S22,F2,,,,78v,Augmen ,p455_l21_o03_a,augm̃tũ ł om̃/siue auguriũ,S22,F3,,,
396,p455_l21_o04,09r,fragmen,mole,S22,F2,,,,78v,Fracmen ,p455_l21_o04_a,crusta unius cuiusq rei,S23,F3,p455_l21_o04_b,S311,F4
397,p455_l21_o07,09r,flumen,aqͣ currens,S23,F3,,,,78v,Flumen. ,p455_l21_o07_a,occursio/ł defallatio,S22,F3,,,
398,p455_l22_o02,09r,amabilis,dignꝰ amore,S23,F3,,,,78v,amabilis ,p455_l22_o02_a,amando habilis,S23,F3,,,
399,p455_l22_o04,09r,laudabilis,dignꝰ laude,S23,F3,,,,78v,Laudabilis ,p455_l22_o04_a,habilis ad laudandũ,S23,F3,,,
400,p455_l28_o06,09r,equatio,p̃portio,S22,F2,,,,78v,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,,,
401,p455_l29_o01,09r,exhibitio,adtributio,S22,F2,,,,78v,Exibitio ,p455_l29_o01_a,datio manifestatio/tribulatio p̃bitio,S22,F3,,,
402,p455_l28_o07,09r,obseruatio,custodia,S22,F2,,,,78v,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,,,
403,p455_l28_o03,09r,obiurgatio,increpatio,S22,F2,,,,78v,Obrigatio ,p455_l28_o03_a,obrigo ÷ asꝑgo aquã/asꝑsio ł c̃gelatio,S23,F4,,,
404,p455_l30_o02,09r,fultor,sustentator,S22,F2,,,,78v,Fultor ,p455_l30_o02_a,sustenator/fultio,S22,F3,,,
405,p455_l30_o06,09r,petitor,a petendo,S54,F3,,,,78v,Petitor ,p455_l30_o06_a,dictor dictrix,S22,F3,,,
406,p456_l01_o05,09r,tonsor,ꝗ aliꝗd tondit,S54,F4,,,,78v,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,,,
407,p456_l01_o07,09r,tonstrina,ipsa res ł domus,S23,F3,,,,78v,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,,,
408,p456_l02_o01,09r,optatiuus,desideratiuus,S22,F2,,,,78v,Optatiuꝰ ,p456_l02_o01_a,optatũ tũ/in .tiuus./fit optatiuuꝰ,S22,F3,,,
409,p456_l02_o04,09r,subtilitiuus,subiectiuus,S22,F2,,,,78v,Subditiuus. ,p456_l02_o04_a,subiectiuus .s. seruus,S22,F3,,,
410,p456_l05_o02,09v,iussor,ꝗ imperit,S23,F4,,,,79r,Iussor ,p456_l05_o02_a,p̃ceptor,S22,F2,,,
411,p456_l05_o03,09v,suasor,adortator,S22,F2,,,,79r,Suasor ,p456_l05_o03_a,adhortator,S22,F2,,,
412,p456_l05_o05,09v,pransor,epulator,S22,F2,,,,79r,Pransor ,p456_l05_o05_a,qͥ prand&,S23,F4,,,
413,p456_l05_o09,09v,lusor,ioculatores,S22,F2,,,,79r,lusor ,p456_l05_o09_a,qͥ ludit,S23,F4,,,
414,p456_l06_o05,09v,flatilis,qui◌̾ sub÷ flabilis ł inanis,S23,F3,,,,79r,Flatilis ,p456_l06_o05_a,ab eo qđ ÷/flo ÷ spiro,S54,F4,,,
415,p456_l06_o06,09v,fictilis,cõpossibilis,S22,F2,,,,79r,Fictilis) ,p456_l06_o06_a,ab eo qđ ÷ fingo ÷ cõpono dr̃ qͥ fingit ÷ cõponit,S54,F4,,,
416,p456_l06_o08,09v,altilis,++++ ł saginatus,S22,F3,,,,79r,Altilis ,p456_l06_o08_a,auis qͣ saginatur,S23,F4,p456_l06_o08_b,S23,F5
417,p456_l06_o10,09v,scriptilis,abilis ad scribendũ ,S23,F3,,,,79r,Tortilis ,p456_l06_o10_a,ꝗ facile/torquet᷑ ł habił ad torquendũ,S23,F4,,,
418,p456_l07_o04,09v,aduectitius,deportatitius,S22,F2,,,,79r,Aduectitius ,p456_l07_o04_a,apportatitius,S22,F2,p456_l07_o04_b,S23,F4
419,p456_l07_o05,09v,commentatitius,excogitatiuus ł argum̃tatiuus,S22,F3,,,,79r,Cõmentitius. ,,,,,p456_l07_o05_b,S62,F5
420,p456_l10_o09,09v,rupes,saxe,S22,F2,,,,79r,Rupes ,p456_l10_o09_a,petrę durisimę,S23,F3,p456_l10_o09_b,S23,F5
421,p456_l10_o11,09v,ambages,dubietates,S22,F2,,,,79r,Ambages ,p456_l10_o11_a,concertationes ł c̃flictiones ł dubitationes/circuitiones ł an/fractus,S22,F3,,,
422,p456_l16_o06-07,09v,in accidentib; ,in adiectiuis,S22,F3,,,,79r,in accidentib; ,p456_l16_o06-07_a,÷ in adiectiuis,S22,F3,,,
423,p456_l17_o04,09v,uocabulis,nominib;,S22,F2,,,,79r,uocabulis ,p456_l17_o04_a,Vocabulis ÷ nominib in una enĩ forma/.s. fiunt  istę diriuationes,S23,F4,,,
424,p456_l18_o03,09v,pictura,immago,S22,F2,,,,79r,Pictura ,p456_l18_o03_a,a pingendo dr̃,S54,F4,p456_l18_o03_b,S5,F5
425,p456_l18_o07,09v,censura,res ad iudicatio,S23,F3,,,,79r,censura. ,p456_l18_o07_a,iuditiũ iudicatio/ł̃ mensuratio,S22,F3,,,
426,p456_l18_o05,09v,litura,linitio,S22,F2,,,,79r,Litura ,p456_l18_o05_a,planatura/ͣł planatio seu/deletio uni/uscuiusq rei,S23,F3,,,
427,p456_l20_o07,09v,adminiculo,ausilio,S22,F2,,,,79r,adminiculo ,p456_l20_o07_a,adium̃to/auxilio,S22,F3,p456_l20_o07_b,S53,F4
428,p456_l20_o08,09v,repperire,inuenire,S22,F2,,,,79r,Quippe ,p456_l20_o08_a,certe non sine causa tradit᷑ illa obseruatio,S53,F4,p456_l20_o08_b,S5,F5
429,p456_l36_o09,10r,ostendere,manifestare,S22,F2,,,,79v,ostendere ,p456_l36_o09_a,.s. tẽptabo ostendere ñ ꝑtinere qđ ipsũ uerbũ ñ  ad aliã regulã ⁊rłꝗ,S53,F4,,,
430,p457_l04_o06,10v,mere,iđ pure,S22,F2,,,,79v,merę ,p457_l04_o06_a,purę,S22,F2,,,
431,p457_l05_o05,10v,propriis,,,,++++modi uerbis +propriis,S53,F4,79v,ꝓpriis ,p457_l05_o05_a,.s.  ꝓpria s̃ ut ęneas,S53,F4,,,
432,p457_l08_o02,10v,superuacua,suꝑflua,S22,F2,,,,79v,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,,,
433,p457_l10_o03,10v,clementia,misericordia,S22,F2,,,,79v,clementia ,p457_l10_o03_a,Benignitas,S22,F2,,,
434,p457_l10_o04,10v,sollertia,prudentia sagacitas,S22,F3,,,,79v,Sollertia ,p457_l10_o04_a,sollicitudo,S22,F2,p457_l10_o04_b,S22,F3
435,p457_l10_o05,10v,inertia,pigritia ł stultitia,S22,F3,,,,79v,Inertia ,p457_l10_o05_a,stultitia/sine arte,S22,F3,,,
436,p457_l11_o06,10v,seueritas,crudelitas,S22,F2,,,,79v,Seueritas ,p457_l11_o06_a,asperitas rigor/ł quasi seua ueritas,S25,F3,p457_l11_o06_b,S23,F4
437,p457_l14_o08,10v,pene, ñ õnes,S521,F3,,,,80r,pene ,p457_l14_o08_a,ideo dixit pene :  non inuenit᷑ .F. .H. .⁊. .Y. .T. in latiNis,S53,F4,,,
438,p457_l15_o05,10v,turba,cont᷑bacio,S22,F2,,,,80r,Turba ,p457_l15_o05_a,multiudo,S22,F2,,,
439,p457_l16_o06,10v,predor,deponens uasto,S331,F3,,,,80r,Prędor ,p457_l16_o06_a,rapio,S22,F2,,,
440,p457_l16_o09,10v,fuga ,dr̃ fugitiuus,S22,F3,,,,80r,Fuga ,p457_l16_o09_a,expulsio,S22,F2,,,
441,p457_l16_o10,10v,fugo,repẽllo ac,S22,F2,,,,80r,Fugo ,p457_l16_o10_a,expello,S22,F2,p457_l16_o10_b,S23,F4
442,p457_l17_o02,10v,stillo,defluo,S22,F2,,,,80r,Stilla ,p457_l17_o02_a,gutta,S22,F2,p457_l17_o02_b,S23,F5
443,p457_l17_o05,10v,stipulor,int̃rogo ł inꝗro spondeo,S22,F3,,,,80r,Stipula ,p457_l17_o05_a,qđ remanet pꝰ secationẽ messiũ,S23,F4,p457_l17_o05_b,S23,F4
444,p457_l18_o02,10v,trutina,libra eꝗ lanx,S23,F3,,,,80r,Trutina ,p457_l18_o02_a,lanx ł m̃sura,S22,F3,,,
445,p457_l18_o03,10v,trutino,equo,S22,F2,,,,80r,Trutino ,p457_l18_o03_a,ęqualit̃ m̃suro/pondero coęquo,S22,F3,,,
446,p457_l18_o05,10v,machinor,molior fraudẽ g̃ deponens,S23,F3,,,,80r,Machina ,p457_l18_o05_a,argum̃tũ/ędificium,S22,F3,p457_l18_o05_b,S22,F3
447,p457_l19_o02,10v,nundine,mercata pubica,S23,F3,,,,80r,Nundine ,p457_l19_o02_a,mercatũ ł mercationes ł anonis/semꝑ płtr ꝓ̃nuntiantur,S312,F4,,,
448,p457_l19_o03,10v,nundinor,mercator,S22,F2,,,,80r,Nundinor ,p457_l19_o03_a,mercor,S22,F2,,,
449,p457_l20_o05,10v,moror,tardo,S22,F2,,,,80r,moror ,p457_l20_o05_a,tardo,S22,F2,,,
450,p457_l20_o07,10v,quadra,qͣsi diuido,S22,F2,,,,80r,Quadra ,p457_l20_o07_a,quadrangulũ,S22,F2,p457_l20_o07_b,S23,F4
451,p457_l20_o10,10v,cura,mundata,S22,F2,,,,80r,Cura ,p457_l20_o10_a,cura dr̃ eo qđ cor urat sollicitudine/res,S25,F4,,,
452,p457_l21_o04,10v,causor,testor,S22,F2,,,,80r,causor ,p457_l21_o04_a,causas q̃ro,S25,F4,,,
453,p457_l21_o11,11r,multo,uindico punio,S22,F3,,,,80r,Multo ,p457_l21_o11_a,dãpno occido/condẽpno,S22,F3,,,
454,p457_l22_o03,11r,rixo,obiurgo,S22,F2,,,,80r,Rixo ,p457_l22_o03_a,contendo,S22,F2,,,
455,p457_l22_o05,11r,lixa,ł aqua/mercenarius,S22,F3,,,,80r,Lixa ,p457_l22_o05_a,seruus militũ/siue mercenarius,S22,F3,p457_l22_o05_b,S23,F5
456,p457_l22_o06,11r,elixo,aliꝗd aq(uor ?)/c̃tendo,S23,F3,,,,80r,Elixo ,,,,,p457_l22_o06_a,S5,F5
457,p457_l23_o01,11r,bacha,lauriẽ ,S22,F2,,,,80r,Baccha ,p457_l23_o01_a,insania dem̃tia,S22,F3,,,
458,p457_l23_o02,11r,bachor,ł idem stomachorł irascor,S22,F3,,,,80r,Bacchor ,p457_l23_o02_a,insanio seuio inde bacchus/appellat ᷑uinum,S24,F4,,,
459,p457_l26_o07,11r,prob;,idoneus strenuus sagax,S22,F3,,,,80r,ꝓbus ,p457_l26_o07_a,bonus ęquus/ꝑfectus,S22,F3,,,
460,p457_l26_o11,11r,opacus,spissus ũbrosus ,S22,F3,,,,80r,Opacus ,p457_l26_o11_a,spissus/densus,S22,F3,p457_l26_o11_b,S22,F3
461,p457_l27_o01,11r,opaco,denseo,S22,F2,,,,80r,Opaco ,p457_l27_o01_a,obumbro spisso ł tenebro/denso,S22,F3,,,
462,p457_l27_o04,11r,amico,amititias cõpono,S23,F3,,,,80r,Amico ,p457_l27_o04_a,amicũ fatio ł amicitiã c̃iungo,S23,F4,,,
463,p457_l27_o07,11r,nudus,discooꝑtꝰ,S22,F2,,,,80r,Nudus ,p457_l27_o07_a,aꝑtꝰ,S22,F2,,,
464,p457_l27_o10,11r,fedus,turpis ,S22,F2,,,,80r,Fedus ,p457_l27_o10_a,turpis,S22,F2,p457_l27_o10_b,S5,F5
465,p457_l28_o01,11r,foedo,amiciciã sig̃ne,S23,F3,,,,80r,Fedo ,p457_l28_o01_a,putresco/turpo,S22,F3,p457_l28_o01_b,S5,F5
466,p457_l28_o04,11r,uagus,instans,S22,F2,,,,80r,Vagus ,p457_l28_o04_a,instabilis,S22,F2,p457_l28_o04_b,S22,F3
467,p457_l28_o09,11r,pio,purgo,S22,F2,,,,80r,Pio ,p457_l28_o09_a,purgo,S22,F2,,,
468,p457_l30_o06,11r,serenus,tranquillus,S22,F2,,,,80r,Serenus ,p457_l30_o06_a,humilis tranquillus/mitis,S22,F3,,,
469,p457_l30_o09,11r,uno,ad(uno)/c̃grego ,S22,F3,,,,80r,Vnus ,p457_l30_o09_a,VNYs uno -as ⁊ unio unionis,S24,F3,,,
470,p457_l30_o10,11r,unas,ad,S611,F1,,,,80r,Aduno ,p457_l30_o10_a,congrego c̃iungo,S22,F3,,,
471,p457_l31_o02,11r,hibernus,dr̃ ultima pars hiemis,S23,F4,,,,80r,Hibernus ,p457_l31_o02_a,hiemps,S22,F2,p457_l31_o02_b,S23,F5
472,p457_l31_o05,11r,crispus,c̃cussus,S22,F2,,,,80r,Crispus ,p457_l31_o05_a,terratꝰ,S22,F2,,,
473,p457_l32_o03,11r,obliquus,c̃tortus,S22,F2,,,,80r,Obliquus ,p457_l32_o03_a,curuus ꝓnus inclinatꝰ/ł descensus in ęqͣł,S23,F4,,,
474,p457_l32_o04,11r,obliquo,,,,,,,80r,Obliquo ,p457_l32_o04_a,incuruo,S22,F2,,,
475,p457_l33_o02,11r,ignarus,inscius,S22,F2,,,,80r,Ignarus ,p457_l33_o02_a,inscius,S22,F2,,,
476,p457_l33_o06,11r,lassus,fatigatus,S22,F2,,,,80r,Lassus ,p457_l33_o06_a,fessus,S22,F2,,,
477,p457_l33_o11,11r,dilato,ãplifico,S22,F2,,,,80r,dilato ,p457_l33_o11_a,ãplifico,S22,F2,,,
478,p457_l34_o04,11r,aptus,cõtus,S22,F2,,,,80r,Aptus ,p457_l34_o04_a,dignꝰ c̃gruuꝰ,S22,F3,,,
