,lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Lat7499,lemma_Lat7499,gloss_id,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
479,p457_l34_o05,11r,apto,c̃iungo assotio,S22,F3,,,,80r,Apto ,p457_l34_o05_a,Accõmođ ł dignor,S22,F3,,,
480,p457_l34_o07,11r,sollicitus,curiosus,S22,F2,,,,80r,Sollicitus ,p457_l34_o07_a,curiosꝰ/assiduus,S22,F3,,,
481,p457_l34_o08,11r,sollicito,curã ago,S23,F4,,,,80r,Sollicito ,p457_l34_o08_a,curo assiduo,S22,F3,,,
482,p457_l35_o01,11r,cruentus,atrox crudelus,S22,F3,,,,80r,Cruentꝰ ,p457_l35_o01_a,a cruore/÷ crudelis/sanguino lentꝰ,S23,F3,,,
483,p457_l35_o02,11r,cruento,asꝑgo ł lacero,S22,F3,,,,80r,Cruento ,p457_l35_o02_a,occido,S22,F2,,,
484,p457_l35_o05,11r,laxus,ñ bene c̃iuntus,S23,F3,,,,80r,Laxus ,p457_l35_o05_a,dimissus solutꝰ/dissolutꝰ,S22,F3,,,
485,p457_l35_o06,11r,laxo,relinquo,S22,F2,,,,80r,Laxo ,p457_l35_o06_a,dimitto dissoluo,S22,F3,,,
486,p457_l35_o09,11r,uiduus,quasi diuisus/a muliere,S23,F3,,,,80r,Viduus ,p457_l35_o09_a,derertꝰ,S22,F2,,,
487,p458_l01_o05,11r,fixis,dr̃ stabilis,S22,F4,,,,80r,fixis ,p458_l01_o05_a,s. nõib; fi/unt uerba,S53,F3,,,
488,p458_l02_o10,11r,stimulo,pungo,S22,F2,,,,80r,Stimulo ,p458_l02_o10_a,pungo incito,S22,F3,,,
489,p458_l03_o06,11r,terminus,finis meta,S22,F3,,,,80r,Terminꝰ ,p458_l03_o06_a,finis meta,S22,F3,,,
490,p458_l03_o07,11r,termino,finẽ fatio,S54,F4,,,,80r,Termino ,p458_l03_o07_a,finio/meto,S22,F3,,,
491,p458_l02_o02,11r,grecor,more grecorũ ago,S23,F4,,,,80r,Grecor ,p458_l02_o02_a,more greco loquor,S23,F4,,,
492,p458_l02_o05,11r,uulgus,multitudo ho/minum,S23,F3,,,,80r,Vulgꝰ ,p458_l02_o05_a,populus/insipiens,S22,F3,p458_l02_o05_b,S23,F5
493,p458_l02_o06,11r,uulgo,manifesto,S22,F2,,,,80r,Vulgo ,p458_l02_o06_a,diffamo,S22,F2,,,
494,p458_l03_o10,11r,perenno,toto anno inopere persisto,S23,F4,,,,80v,ꝑenno ,p458_l03_o10_a,ꝑmaneo p unũ annũ ł moror/ꝑ annos/ꝓtelo,S23,F4,,,
495,p458_l05_o07,11r,stomachor,irascor /ł  insanio,S22,F3,,,,80v,Stomachor ,p458_l05_o07_a, maxime in stomacho/fit ira ł letitia/os uentris/irascor,S23,F4,,,
496,p458_l06_o06,11r,libũ,sacrificͥũ,S22,F2,,,,80v,Libũ ,p458_l06_o06_a,sacrificiũ p̃gusto,S22,F3,p458_l06_o06_b,S4181,F5
497,p458_l06_o13,11r,colum,ubi lac mundatur,S23,F4,,,,80v,Colũ ,p458_l06_o13_a,instrum̃tũ unde/colat᷑ lac ł uinũ,S23,F4,p458_l06_o13_b,S23,F5
498,p458_l07_o06,11v,peculiũ,pro onum substantia ponitur,S23,F4,,,,80v,Peculiũ ,p458_l07_o06_a,ꝓpͥa possessio,S23,F3,p458_l07_o06_b,S23,F4
499,p458_l07_o07,11v,peculior,peculiã aufero,S23,F4,,,,80v,depeculior ,p458_l07_o07_a,aufero diuitias tuas a te/deuasto,S23,F4,,,
500,p458_l08_o09,11v,armo,accingo,S22,F2,,,,80v,arma ,,,,,p458_l08_o09_a,S312,F4
501,p458_l08_o12,11v,stagnũ,aqua q; ñ decurritur,S23,F4,,,,80v,Stagnũ ,p458_l08_o12_a,Genus metalli ł lacus qͥ ñ currit a stando dictꝰ,S23,F4,,,
502,p458_l11_o03,11v,liber,ingenuus,S22,F2,,,,80v,Liber ,p458_l11_o03_a,ingenuus/nobilis si/ue filius,S22,F3,,,
503,p458_l11_o04,11v,libero,eripio,S22,F2,,,,80v,Libero ,p458_l11_o04_a,liberũ fatio/ł eripio,S23,F4,,,
504,p458_l11_o06,11v,sacer,sc̃r,S22,F2,,,,80v,Sacer ,p458_l11_o06_a,sc̃s purꝰ,S22,F3,,,
505,p458_l11_o07,11v,sacro,scĩfico,S22,F2,,,,80v,Sacro ,p458_l11_o07_a,sc̃ifico,S22,F2,,,
506,p458_l11_o11,11v,peragro,incedo,S22,F2,,,,80v,ꝑagro ,p458_l11_o11_a,ꝑagro suado/seu ꝑlustro,S22,F3,,,
507,p458_l12_o05,11v,miseror,acõ,S22,F2,,,,80v,Miseror ,p458_l12_o05_a,deponens uerbũ & trahit acc̃m casũ/gñmt casũ regit : Misereo fuit ap̃ antiquos. quo uerbo ñ utim᷑ nunc  gñm casũ reꝗrit,S412,F5,,,
508,p458_l14_o01,11v,saturo,satio,S22,F2,,,,80v,Saturo ,p458_l14_o01_a,satio,S22,F2,,,
509,p458_l16_o01,11v,obseruatis,consideratis,S22,F2,,,,80v,obseruatis. ,p458_l16_o01_a,notatis,S22,F2,,,
510,p458_l17_o05,11v,contio,coadunatio,S22,F2,,,,80v,contio ,p458_l17_o05_a,plebs multitudo/populi,S22,F3,,,
511,p458_l17_o07,11v,contionor,multitudini alloquor,S23,F3,,,,80v,contionor ,p458_l17_o07_a,contionem/alloquor/eloquent̃ loquor/in foro ł in  placito ser es catalogꝰ,S23,F4,,,
512,p458_l18_o01,11v,ordino,dispono,S22,F2,,,,80v,Ordino ,p458_l18_o01_a,orno,S22,F2,,,
513,p458_l19_o13,11v,exulo,extra solũ eitio,S25,F3,,,,80v,Exulo ,p458_l19_o13_a,exita/solũ ua/do ÷/pere/grino,S23,F4,,,
514,p458_l21_o05,11v,uber,habundans,S22,F2,,,,80v,Vber ,p458_l21_o05_a,copiosꝰ,S22,F2,p458_l21_o05_b,S5,F5
515,p458_l21_o06,11v,ubero, abundo,S22,F2,,,,80v,Exubero ,p458_l21_o06_a,habundo,S22,F2,,,
516,p458_l21_o08,11v,agger,tumultus,S22,F2,,,,80v,Agger ,p458_l21_o08_a,anger uinculũ/cumulus t̃rę,S23,F3,,,
517,p458_l21_o09,11v,agero, c̃grego,S22,F2,,,,80v,Aggero ,p458_l21_o09_a,c̃grego accumulo,S22,F3,,,
518,p458_l23_o09,11v,robur,fortitudo,S22,F2,,,,80v,Robur ,p458_l23_o09_a,uirtꝰ ł quertꝰ,S22,F3,p458_l23_o09_b,S22,F3
519,p458_l23_o10,11v,roboro,c̃firmo,S22,F2,,,,80v,Roboro ,p458_l23_o10_a,firmo c̃fortor,S22,F3,p458_l23_o10_b,S22,F3
520,p458_l25_o06,11v,nugas,uanꝰ / ł inutilis /recedens a lege,S23,F3,,,,80v,Nugas ,p458_l25_o06_a,uanꝰ mał t᷑pis piger,S22,F3,,,
521,p458_l25_o08,11v,nugor,efecero desitio de(cur)so,S22,F3,,,,80v,Nur̶gor ,p458_l25_o08_a,uilesco det᷑por,S22,F3,,,
522,p458_l26_o01,11v,uas ,fideiussor,S22,F2,,,,80v,Vas ,p458_l26_o01_a,qđ rustice dr̃/uuatges dicr̃ aut̃/uades coqđ illis datis,S21,F4,p458_l26_o01_b,S23,F5
523,p458_l26_o07,11v,aries,aliquantã machinã,S222,F3,,,,80v,Aries ,p458_l26_o07_a,princeps/gregis,S23,F3,p458_l26_o07_b,S23,F3
524,p458_l26_o08,11v,arieto,more arietis ago,S23,F4,,,,80v,Arieto ,p458_l26_o08_a,ꝯiuros destruo/ł gub̶no,S23,F4,,,
525,p458_l27_o01,11v,comes,sotius,S22,F2,,,,80v,Comes ,p458_l27_o01_a,sotius ꝗ simul ꝑgit cũ alio,S23,F4,,,
526,p458_l27_o02,11v,comitor,simul /tecũ ꝑergo,S23,F3,,,,80v,comitor ,p458_l27_o02_a,tecũ uado ł subsequor,S23,F4,,,
527,p458_l27_o05,11v,sedo,pacifico,S22,F2,,,,80v,Sedo ,p458_l27_o05_a,mitigo placo/sereno fecundo,S22,F3,,,
528,p458_l27_o07,11v,locuples,diues copios,S22,F3,,,,80v,Locuples ,p458_l27_o07_a,diues ł locꝰ plenus diuitias,S23,F3,,,
529,p458_l27_o08,11v,locuplo,habundo,S22,F2,,,,80v,Locupleto ,p458_l27_o08_a,abundo ex diuitiis,S23,F4,,,
530,p458_l28_o04,12r,heredo,hereditatẽ aufero,S54,F3,,,,81r,Exhęredo ,p458_l28_o04_a,extra hęreditatẽ facio ł hęre/ditatem alicuius aufero,S23,F4,,,
531,p458_l28_o10,12r,turpo,fodo deformo,S22,F3,,,,81r,Turpo ,p458_l28_o10_a,fedo de/formo,S22,F3,,,
532,p458_l29_o02,12r,tenuis,gracilis,S22,F2,,,,81r,Tenuis ,p458_l29_o02_a,macer,S22,F2,,,
533,p458_l29_o03,12r,tenuo,minuo,S22,F2,,,,81r,Tenuo ,p458_l29_o03_a,gracił effitior,S23,F4,,,
534,p458_l29_o05,12r,tristis,Dolens / mestus,S22,F3,,,,81r,Tristis ,p458_l29_o05_a,Mestꝰ/męrens,S22,F3,,,
535,p458_l29_o09,12r,testor,confirmo,S22,F2,,,,81r,testor ,p458_l29_o09_a,iuro inde detestor ÷ ab hominor,S54,F3,,,
536,p458_l30_o09,12r,roro,inrigo /ł irore ꝑfundo,S23,F3,,,,81r,",Roro ",p458_l30_o09_a,rorẽ emitto,S23,F3,,,
537,p458_l31_o02,12r,decus,uentus /honor,S22,F3,,,,81r,decus ,p458_l31_o02_a,honor,S22,F2,p458_l31_o02_b,S22,F4
538,p458_l31_o03,12r,decoro,orno /uenusto,S22,F3,,,,81r,Decoro ,p458_l31_o03_a,orno,S22,F2,,,
539,p458_l31_o05,12r,ulcus,dicitur qđ ex carne ꝓcedit ut scabies sanies,S23,F4,,,,81r,Vlcus ,p458_l31_o05_a,cicatrix/uestigiũ/uulneris,S22,F3,p458_l31_o05_b,S23,F5
540,p458_l31_o08,12r,pondus,honus m̃surae,S23,F3,,,,81r,Pondus ,p458_l31_o08_a,honꝰ mensura,S22,F3,,,
541,p458_l31_o09,12r,pondero,libro equo,S23,F3,,,,81r,Pondero ,p458_l31_o09_a,onero m̃suro,S22,F3,,,
542,p458_l32_o05,12r,munus,qͣsi munus tribuo,S23,F3,,,,81r,Munus ,p458_l32_o05_a,donũ,S22,F2,,,
543,p459_l01_o06,12r,fraus,dr̃ furtũ deceptio,S22,F3,,,,81r,Fraus ,p459_l01_o06_a,deceptio,S22,F2,,,
544,p459_l02_o01,12r,nex,mors int̃emptio,S22,F3,,,,81r,Nex ,p459_l02_o01_a,mors supplicium,S22,F3,,,
545,p459_l02_o05,12r,uindex,ultor,S22,F2,,,,81r,Vindex  ,p459_l02_o05_a,ꝗ uindicat/defensor ultor,S23,F4,,,
546,p459_l02_o07,12r,uindico,punio /ulciscor,S22,F3,,,,81r,Vindico ,p459_l02_o07_a,ulciscor/defendo,S22,F3,,,
547,p459_l03_o01,12r,remex,nauigator ,S22,F2,,,,81r,Remex  ,p459_l03_o01_a,gubernator nauiũ,S23,F3,p459_l03_o01_b,S23,F4
548,p459_l03_o02,12r,remigio,qui cũ ramis agit ĩ nauigo,S23,F4,,,,81r,Remigo ,p459_l03_o02_a,Gub̶no,S22,F2,,,
549,p459_l03_o05,12r,lego ,dispono astruo c̃firmo,S22,F3,,,,81r,Lego  ,p459_l03_o05_a,leges cõpono/ł legationẽ mitto,S23,F4,,,
550,p459_l03_o08,12r,eradico,euełło,S52,F2,,,,81r,Radico ,p459_l03_o08_a,fundo,S22,F2,,,
551,p459_l04_o02,12r,cornicor,inanit̃ loquor ł garrio / more cornicis,S23,F3,,,,81r,Cornicor ,p459_l04_o02_a,inepte loquor/ł more cornicis loquor/ Garrio,S23,F4,,,
552,p459_l04_o09,12r,pernocto,peruigilo,S22,F2,,,,81r,ꝑnocto ,p459_l04_o09_a,ꝑugilo seu ꝑ noctẽ/uigilo,S23,F4,,,
553,p459_l05_o01,12r,mercs,lucrũ,S22,F2,,,,81r,Merx ,p459_l05_o01_a,mercimoniũ dr̃ ille merx ꝗ uenditur & õ/paratur,S23,F4,,,
554,p459_l05_o07,12r,hiemo,aer,S22,F2,,,,81r,Hiemo ,p459_l05_o07_a,moror hic ꝑ hiemẽ,S23,F4,,,
555,p459_l05_o09,12r,p̃ceps,impello ,S22,F2,,,,81r,Pręceps ,p459_l05_o09_a,ꝓnꝰ,S22,F2,p459_l05_o09_b,S4181,F5
556,p459_l07_o07,12r,aestuo,ebullio ł tardeo,S22,F3,,,,81r,ęstuo ,p459_l07_o07_a,ardeo caleo/ferueo,S22,F3,,,
557,p459_l08_o01,12r,tumultus,quasi timor multꝰ,S54,F3,,,,81r,Tumultꝰ ,p459_l08_o01_a,Tumultus dr̃ qͣsi/timor multus,S23,F4,,,
558,p459_l08_o02,12r,tumultuo,c̃tendo,S22,F2,,,,81r,Tumultuor ,p459_l08_o02_a,tumultũ facio ÷ sonitũ,S23,F4,,,
559,p459_l08_o05,12r,gelo,constringo,S22,F2,,,,81r,Gelo ,p459_l08_o05_a,frigeo,S22,F2,,,
560,p459_l08_o10,12r,rabies,insa(nia),S22,F2,,,,81r,Rabies ,p459_l08_o10_a,dem̃tia insa/nia ł insanies/am̃tia furor,S22,F3,,,
561,p459_l09_o03,12r,macies,tenuitas corporis,S23,F3,,,,81r,Maties ,p459_l09_o03_a,tenuitas exci/litas macredo/subtilitas,S22,F3,,,
562,p459_l13_o05,12r,nutus,potestas,S22,F2,,,,81r,Notus. ,p459_l13_o05_a,Notio ⁊ Notam̃,S22,F3,,,
563,p459_l13_o03,12r,nisus,conamen,S22,F2,,,,81r,nisus ,p459_l13_o03_a,audeo A nitor Conam̃ conatio,S22,F3,,,
564,p459_l19_o04,12v,principium,cognoscat᷑,S611,F2,,,,81r, principium ,p459_l19_o04_a,origo,S22,F2,,,
565,p459_l19_o09,12v,scriba,doctor ñ officiale,S23,F3,,,,81r,Scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,,,
566,p459_l22_o10,12v,cedes,hec,S313,F2,,,,81v,cędes ,p459_l22_o10_a,strages ł/occisio,S22,F3,,,
567,p459_l23_o08,12v,strues,hec,S313,F2,,,,81v,Strues ,p459_l23_o08_a,c̃geries lig/noꝵ,S23,F3,,,
568,p459_l24_o05,12v,parcus,abstinens,S22,F2,,,,81v,Parcus ,p459_l24_o05_a,auarus/habundans,S22,F3,p459_l24_o05_b,S5,F5
569,p459_l25_o02,12v,pando,aperio manifesto,S22,F3,,,,81v,Pando ,p459_l25_o02_a,aperio,S22,F2,,,
570,p459_l25_o04,12v,pandus,manifestus,S22,F2,,,,81v,Pandus ,p459_l25_o04_a,aꝑtꝰ patulus,S22,F2,,,
571,p459_l25_o08,12v,ludo,dis,S611,F2,,,,81v,Ludo ,p459_l25_o08_a,iocor,S22,F2,,,
572,p459_l31_o07,12v,formido,timor,S22,F2,,,,81v,Formido ,p459_l31_o07_a,paueo,S22,F2,,,
573,p459_l34_o09,12v,respondent,resonant,S22,F2,,,,81v,respondent ,p459_l34_o09_a,uerba,S415,F2,,,
574,p459_l35_o10,12v,tulisse,facta eẽ,S22,F2,,,,81v,tulisse ,p459_l35_o10_a,diriuasse,S22,F2,,,
575,p460_l07_o01,13r,indesinenter,indistant̃,S22,F2,,,,82r,indesinenter  ,p460_l07_o01_a,incessanter,S22,F2,,,
576,p460_l14_o09,13r,superuacuo,exsuperfluo,S22,F2,,,,82r,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,,,
577,p460_l27_o03,13v,congruae,commode,S22,F2,,,,82r,congrue ,p460_l27_o03_a,.s. congruũ est sibi ÷ illis/ut siNt primę,S53,F4,,,
578,p461_l05_o10,14r,inesco,cibũ tribuo,S23,F3,,,,82v,inęsco ,p461_l05_o10_a,pasco ł manduco,S22,F3,,,
579,p461_l10_o02,14r,radio,luceo splendeo,S22,F3,,,,82v,Radio ,p461_l10_o02_a,splendeo,S22,F2,,,
580,p461_l10_o05,14r,humo,sepelio/cooperio,S22,F3,,,,82v,humo ,p461_l10_o05_a,sepelo ł humũ fodio,S23,F3,,,
581,p461_l11_o04,14r,cacumino,exacuo,S22,F2,,,,82v,cacumino ,p461_l11_o04_a,erigo/ł in altũ ascendo,S23,F4,,,
582,p461_l17_o01,14r,scortũ,meretrix,S22,F2,,,,82v,scortũ ,p461_l17_o01_a,meretrix pelex :,S22,F3,,,
583,p461_l17_o02,14r,scortor,mechor,S22,F2,,,,82v,scortor ,p461_l17_o02_a,Meretricor,S22,F2,p461_l17_o02_b,S5,F5
584,p461_l17_o06,14r,ingurgito,in mergo,S22,F3,,,,82v,ingurgito ,p461_l17_o06_a,deglutino absorbeo,S22,F3,,,
585,p461_l18_o06,14r,ingurgitasses,p̃cipitasses,S22,F2,,,,82v,ingurgitasses ,p461_l18_o06_a,immersisses,S22,F2,,,
586,p461_l19_o07,14r,procrastino,ꝓduco in cras,S54,F4,,,,82v,ꝓcrastino ,p461_l19_o07_a,ꝓtelo ꝓlongo ꝑendino differo aliꝗd,S23,F4,,,
587,p461_l20_o02,14r,conperendino,ꝑmaneο ł tardo.,S22,F3,,,,82v,coꝑendino ,p461_l20_o02_a,÷ ꝓlongo differo in aliũ diem in longũ mitto,S23,F4,,,
588,p461_l23_o03,14v,fore,esse,S22,F2,,,,82v,forte ,p461_l23_o03_a,euentu,S22,F2,,,
589,p462_l06_o01,14v,incrementa,aumenta,S22,F2,,,,83r,incrementa ,p462_l06_o01_a,aucmenta,S22,F2,,,
590,p462_l06_o07,14v,uello,rũpo,S22,F2,,,,83r,uello ,p462_l06_o07_a,decio destruo carpo eradico,S22,F3,,,
591,p462_l07_o05,14v,nutrico,alo,S22,F2,,,,83r,Nutrio ,p462_l07_o05_a,alo foueo,S22,F3,,,
592,p462_l08_o06,15r,frondico,frondes auello,S23,F3,,,,83r,frondis ,,,,,p462_l08_o06_a,S23,F5
593,p462_l08_o07,15r,debilico,infirmo,S22,F2,,,,83r,frondico ,,,,,p462_l08_o07_a,S23,F4
594,p462_l09_o04,15r,gratulor,gaudeo,S22,F2,,,,83r,gratulor ,p462_l09_o04_a,Gratias ago ł gaudeo,S23,F3,,,
595,p462_l10_o03-04,15r,opẽ tuli,adiuuaui,S22,F2,,,,83r,opem tuli ,p462_l10_o03-04_a,auxiliũ dedi,S22,F3,,,
596,p462_l10_o05,15r,opitulor,auxilior,S22,F2,,,,83r,opitulor ,p462_l10_o05_a,Adiuuo,S22,F2,p462_l10_o05_b,S5,F4
597,p462_l11_o09,15r,litigo,contendo,S22,F2,,,,83r,Litigo. ,p462_l11_o09_a,c̃tendo,S22,F2,p462_l11_o09_b,S5,F4
598,p462_l13_o03,15r,quia,qđ,S22,F2,,,,83r,quę ,p462_l13_o03_a,,S22,F2,,,
599,p462_l15_o09,15r,penetro,funditꝰ intro,S22,F3,,,,83r,penitro ,p462_l15_o09_a,penitꝰ intro ł sub̃ intro,S23,F4,p462_l15_o09_b,S23,F4
600,p462_l16_o01,15r,temere,p̃sũtiose,S22,F2,,,,83r,temere ,p462_l16_o01_a,p̃sũptiose,S22,F2,p462_l16_o01_b,S23,F4
601,p462_l16_o02,15r,temero,contẽno,S22,F2,,,,83r,temero ,p462_l16_o02_a,p̃sumo uolo maculo ł audeo,S22,F3,,,
602,p462_l17_o03,15r,diutius,longius,S22,F2,,,,83r,diutius ,p462_l17_o03_a,longius,S22,F2,p462_l17_o03_b,S62,F5
603,p462_l22_o01,15r,recolligere,codunare,S22,F2,,,,83r,recolligere ,,,,,p462_l22_o01_a,S62,F4
604,p462_l26_o01,15v,canus,caniger,S22,F2,,,,83r,canus ,p462_l26_o01_a,alb ł senex homo,S23,F3,,,
605,p462_l26_o03,15v,caneo,senesco,S22,F2,,,,83r,caneo ,p462_l26_o03_a,albeo,S22,F2,p462_l26_o03_b,S5,F4
606,p462_l26_o04,15v,calles,semita,S22,F2,,,,83r,calles ,p462_l26_o04_a,uia,S22,F2,,,
607,p462_l28_o06,15v,imbuo,instruo doceo,S22,F3,,,,83r,imbuo ,p462_l28_o06_a,ostendo ł rep̃hendo,S22,F3,p462_l28_o06_b,S5,F5
608,p462_l28_o07,15v,acuo,acumino,S22,F2,,,,83r,acuo ,p462_l28_o07_a,increpo,S22,F2,,,
609,p462_l28_o09,15v,arguo,increpo,S22,F2,,,,83r,arguo ,p462_l28_o09_a,soluo,S22,F2,,,
610,p462_l28_o10,15v,luo,penas soluo,S23,F3,,,,83r,luo ,p462_l28_o10_a,sustineo,S22,F2,,,
611,p462_l32_o08,15v,lues,,,,,,,83r,lues ,p462_l32_o08_a,pestis,S22,F2,,,
612,p462_l29_o03,15v,suo,ips̃ ꝗđ ẽ c̃suo,S22,F4,,,,83r,Suo ,p462_l29_o03_a,c̃suo,S22,F2,,,
613,p462_l29_o04,15v,fatuo,euanesco disipio,S22,F3,,,,83r,Fatuo ,p462_l29_o04_a,fatuus officior,S23,F4,,,
614,p462_l29_o11,15v,fluctuo,titubo,S22,F2,,,,83r,Fluctuo ,p462_l29_o11_a,titubo,S22,F2,p462_l29_o11_b,S23,F4
615,p462_l32_o04,15v,tribus,dr̃ a distributione,S54,F4,,,,83r,tribus ,p462_l32_o04_a,.XXX. centurio,S23,F3,,,
616,p462_l32_o10,15v,strues,congeries lignorũ,S23,F3,,,,83r,strues ,p462_l32_o10_a,c̃geries lignoꝵ,S23,F3,,,
617,p463_l08_o06,16r,bulla,,,,bulla dr̃ q: sit a uento/ł ornam̃tũ cingulorum,S23,F4,83r,bulla ,p463_l08_o06_a,ornam̃tũ camelorũ si/ue uesicule in aqua,S23,F4,,,
618,p463_l09_o08,16r,largior,tribuo,S22,F2,,,,83r,largio ,p463_l09_o08_a,tribuo,S22,F2,,,
619,p463_l11_o03,16r,seuus,aceruus,S22,F2,,,,83r,Seuus ,p463_l11_o03_a,durus/crudeł,S22,F3,,,
620,p463_l13_o08,16r,inretior,inlaqeor in rete,S54,F4,,,,83v,irretior ,p463_l13_o08_a,illaqueo inuenit᷑ et irretio/et ĩpedio,S22,F4,,,
621,p463_l15_o03,16r,insignis,nobilis,S22,F2,,,,83v,in̶asignis ,p463_l15_o03_a,nobilis,S22,F2,,,
622,p463_l15_o04,16r,insignio,decoro orno,S22,F3,,,,83v,Insignio ,p463_l15_o04_a,nobilito,S22,F2,,,
623,p463_l17_o01,16r,gestus,actꝰ ł motus,S22,F3,,,,83v,gestus ,p463_l17_o01_a,motꝰ corpỹs,S23,F3,p463_l17_o01_b,S5,F4
624,p463_l17_o02,16r,gestio,adꝗro exulto,S22,F3,,,,83v,Gestio ,p463_l17_o02_a,desidero,S22,F2,,,
625,p463_l25_o02,16v,meta,limes,S22,F2,,,,83v,meta ,p463_l25_o02_a,finis t̃minus,S22,F3,,,
626,p463_l25_o03,16v,metor,t̃mino finio,S22,F3,,,,83v,Metor ,p463_l25_o03_a,figo t̃mino,S22,F3,,,
627,p463_l25_o09,16v,metior,mensuro,S22,F2,,,,83v,metior ,p463_l25_o09_a,÷ mensuro,S22,F2,,,
628,p463_l27_o10,16v,insanio,furio ł infirmo,S22,F3,,,,83v,insanio ,p463_l27_o10_a,am̃tor insanit enĩ qui ñ est sanꝰ,S23,F4,,,
629,p464_l13_o09,17r,eger,infirmus,S22,F2,,,,83v,ager ,p464_l13_o09_a,infirmꝰ,S22,F2,,,
630,p464_l20_o02,17r,duro,durũ fatio,S54,F3,,,,83v,Duro ,p464_l20_o02_a,÷ durere incipio,S23,F4,,,
631,p464_l20_o10,17r,denso,opaco,S22,F2,,,,83v,Denso ,p464_l20_o10_a,a nõe densus ÷ spissus,S54,F3,,,
632,p465_l25_o11,18r,polliceor,ꝓmitto,S22,F2,,,,84r,Polliceor ,p465_l25_o11_a,ꝓmitto spondeo,S22,F3,,,
633,p465_l28_o01,18r,coguntur,compelluntur,S22,F2,,,,84r,coeunt᷑ ,p465_l28_o01_a,cõpellunt᷑ uerba,S22,F3,,,
634,p465_l28_o07,18r,amitior,tego,S22,F2,,,,84r,amitior ,p465_l28_o07_a,circũdo induco Ab amicus ł amictus,S54,F3,,,
635,p465_l28_o09,18r,ordior,incoo,S22,F2,,,,84r,Ordior ,p465_l28_o09_a,texo ł incipio loqͥ,S23,F3,,,
636,p466_l05_o04,18v,uador,error,S22,F2,,,,84v,uador ,p466_l05_o04_a,a uado,S54,F3,,,
637,p466_l05_o06,18v,suffragor,auxilior,S22,F2,,,,84v,Suffragor ,p466_l05_o06_a,a suffragio ÷ auxilior,S22,F3,,,
638,p466_l06_o03,18v,rimor,ꝑscrutor,S22,F2,,,,84v,Rimor ,p466_l06_o03_a,inqͥro,S22,F2,,,
639,p466_l21_o09,19r,paciscor,pactũ facio,S23,F4,,,,84v,pacisor ,p466_l21_o09_a,pacẽ fatio,S23,F4,,,
640,p466_l22_o02,19r,adipiscor,inueniscor,S22,F2,,,,84v,Adipiscor; ,p466_l22_o02_a,consequor inuenio,S22,F3,,,
641,p470_l09_o07,21v,glisco,cresco,S22,F2,,,,85v,Glisco ,p470_l09_o07_a,cresco,S22,F2,,,
642,p471_l26_o01,22v,trudo,impello ,S22,F2,,,,86r,Trudo ,p471_l26_o01_a,includo impingo ł pello,S22,F3,,,
